Name;Country name EN;Coordinates
Puigcerdà;Spain;42.4316, 1.92819
Pueyo de Santa Cruz;Spain;41.85799, 0.1566
Pueyo;Spain;42.56506, -1.64826
Puerto Seguro;Spain;40.82718, -6.76109
Puertomingalvo;Spain;40.2643, -0.45756
Portomarín;Spain;42.8062, -7.61644
Puértolas;Spain;42.54748, 0.13214
Puerto de Béjar;Spain;40.35052, -5.83756
Puerto Castilla;Spain;40.288, -5.62366
Puertas;Spain;41.09681, -6.28752
Puente Viesgo;Spain;43.29815, -3.96817
As Pontes de García Rodríguez;Spain;43.45266, -7.85178
Puente Nuevo;Spain;43.34948, -7.19458
Puente la Reina;Spain;42.67291, -1.81412
Puentedura;Spain;42.04134, -3.58227
Puente de Vallecas;Spain;40.39354, -3.662
Puente del Congosto;Spain;40.49041, -5.52628
Puente de Domingo Flórez;Spain;42.41166, -6.82077
Ponte Caldelas;Spain;42.38911, -8.50235
Ponteareas;Spain;42.17476, -8.50398
Pueblica de Valverde;Spain;41.91843, -5.89975
Puebla de Yeltes;Spain;40.62528, -6.1815
Pobra de Trives;Spain;42.33932, -7.25338
Puebla de San Miguel;Spain;40.05, -1.13333
Puebla de San Medel;Spain;40.51073, -5.73673
Puebla de Sanabria;Spain;42.05401, -6.6335
Puebla de Pedraza;Spain;41.20557, -3.91378
Puebla de Lillo;Spain;43.00691, -5.27387
A Pobra do Caramiñal;Spain;42.60295, -8.93824
A Pobra do Brollon;Spain;42.55612, -7.3914
Puebla de Beleña;Spain;40.88794, -3.21624
Puebla de Azaba;Spain;40.44732, -6.74616
Puebla de Arenoso;Spain;40.1, -0.58333
Puebla de Alfindén;Spain;41.63188, -0.75154
Puebla de Albortón;Spain;41.38517, -0.85558
Proaza;Spain;43.25178, -6.01633
Prioro;Spain;42.89481, -4.96349
Priego;Spain;40.44936, -2.31435
Priaranza del Bierzo;Spain;42.50978, -6.67017
Presencio;Spain;42.18656, -3.90135
Premià de Mar;Spain;41.49206, 2.36524
Préjano;Spain;42.18648, -2.17998
Pravia;Spain;43.48861, -6.1117
Prats de Lluçanès;Spain;42.01667, 2.03333
Prados Redondos;Spain;40.78505, -1.79329
Pradosegar;Spain;40.5502, -5.07015
Pradoluengo;Spain;42.32484, -3.20284
Prado de la Guzpeña;Spain;42.78309, -5.02554
Prado;Spain;41.92077, -5.42027
Pradillo;Spain;42.1766, -2.64185
Pradilla de Ebro;Spain;41.86111, -1.26325
Prades;Spain;41.30983, 0.98866
Prádena del Rincón;Spain;41.04414, -3.54075
Prádena de Atienza;Spain;41.17245, -3.00728
Prádena;Spain;41.13911, -3.68823
Pradejón;Spain;42.33446, -2.06851
Prádanos de Ojeda;Spain;42.68156, -4.34659
Prádanos de Bureba;Spain;42.50264, -3.34752
Pradales;Spain;41.45555, -3.70753
Pozuelo de Zarzón;Spain;40.14805, -6.41458
Pozuelo de Tábara;Spain;41.78502, -5.89455
Pozuelo del Rey;Spain;40.36463, -3.31699
Pozuelo del Páramo;Spain;42.17101, -5.76813
Pozuelo de la Orden;Spain;41.82138, -5.25891
Pozuelo de Aragón;Spain;41.7643, -1.42305
Pozuelo de Alarcón;Spain;40.43293, -3.81338
Pozuel del Campo;Spain;40.77125, -1.50575
Pozuel de Ariza;Spain;41.35, -2.15
Pozos de Hinojo;Spain;40.91303, -6.41144
Pozondón;Spain;40.56112, -1.47033
Pozo de Urama;Spain;42.25438, -4.89389
Pozo de Guadalajara;Spain;40.49533, -3.1814
Pozo de Almoguera;Spain;40.3403, -3.02638
Pozoantiguo;Spain;41.5973, -5.4366
Pozán de Vero;Spain;42.08219, 0.03066
Pozanco;Spain;40.80095, -4.66772
Pozalmuro;Spain;41.77449, -2.10215
Pozal de Gallinas;Spain;41.31831, -4.83936
Poza de la Vega;Spain;42.57823, -4.79845
Poza de la Sal;Spain;42.66542, -3.5014
Poio;Spain;42.44775, -8.68594
Poio;Spain;42.42929, -8.66075
Poyales del Hoyo;Spain;40.17254, -5.16597
Poveda de la Sierra;Spain;40.64329, -2.02905
Poveda de las Cintas;Spain;41.04596, -5.26019
Poveda;Spain;40.56799, -5.07909
Potes;Spain;43.15457, -4.62055
Posada de Valdeón;Spain;43.15154, -4.92102
Portugalete;Spain;43.32099, -3.02064
Portonovo;Spain;42.39424, -8.82563
Porto;Spain;42.16737, -6.89934
Portillo de Toledo;Spain;40.06415, -4.22793
Portillo de Soria;Spain;41.63504, -2.12142
Portillo;Spain;41.47867, -4.58967
Portilla;Spain;40.28957, -2.08178
Portell de Morella;Spain;40.53267, -0.26249
Portbou;Spain;42.4265, 3.15805
Portas;Spain;42.58531, -8.65573
Porriño;Spain;42.16156, -8.6198
Porqueres;Spain;42.11682, 2.74143
Porqueira;Spain;42.01667, -7.85
Pontós;Spain;42.18665, 2.91706
Pontils;Spain;41.47734, 1.38772
Pontevedra;Spain;42.431, -8.64435
el Pont de Suert;Spain;42.40815, 0.74171
Pont de Molins;Spain;42.3144, 2.92996
Ponts;Spain;41.91607, 1.18515
Ponferrada;Spain;42.54664, -6.59619
Pomer;Spain;41.63765, -1.84104
Pomar de Valdivia;Spain;42.77437, -4.16756
Pollos;Spain;41.44406, -5.12491
Polinyà;Spain;41.55, 2.15
Polentinos;Spain;42.93932, -4.52887
Poleñino;Spain;41.86972, -0.31009
Pola de Somiedo;Spain;43.0929, -6.25629
Pola de Siero;Spain;43.39228, -5.66335
Pola de Lena;Spain;43.16089, -5.82878
Pola de Laviana;Spain;43.24538, -5.5629
Pola de Allande;Spain;43.27307, -6.62152
Pol;Spain;43.14892, -7.33022
Pobladura de Valderaduey;Spain;41.70009, -5.54189
Pobladura de Pelayo García;Spain;42.30602, -5.6856
Pobladura del Valle;Spain;42.10257, -5.73333
la Pobla de Massaluca;Spain;41.18333, 0.35
Población de Cerrato;Spain;41.79298, -4.42874
Población de Campos;Spain;42.26994, -4.44744
Población de Arroyo;Spain;42.33675, -4.87398
el Poal;Spain;41.68333, 0.86667
Plou;Spain;40.99274, -0.85441
Plentzia;Spain;43.4053, -2.94794
Plenas;Spain;41.11209, -0.96442
Pleitas;Spain;41.71135, -1.20251
Plasencia de Jalón;Spain;41.68154, -1.22996
Plasencia;Spain;40.03116, -6.08845
Planoles;Spain;42.31667, 2.1
Plan;Spain;42.58126, 0.33742
el Pla del Penedès;Spain;41.41667, 1.71667
El Pla de Santa Maria;Spain;41.36336, 1.29152
Pizarral;Spain;40.6145, -5.65238
Pitillas;Spain;42.42172, -1.62017
Pitiegua;Spain;41.0621, -5.46647
Pitarque;Spain;40.6485, -0.59324
Piracés;Spain;42.00448, -0.31769
Piqueras;Spain;40.66367, -1.72202
Pioz;Spain;40.46153, -3.17234
Piornal;Spain;40.11731, -5.84787
Pinto;Spain;40.24147, -3.69999
Pinseque;Spain;41.73657, -1.10041
Piñor;Spain;42.5012, -8.00151
Pinofranqueado;Spain;40.30351, -6.33181
Pino del Río;Spain;42.64504, -4.80795
Pinillos;Spain;42.19951, -2.59709
Pinilla de Toro;Spain;41.62783, -5.36414
Pinilla de Molina;Spain;40.67969, -1.88034
Pinilla del Valle;Spain;40.92448, -3.81688
Pinilla de los Moros;Spain;42.06815, -3.32706
Pinilla de los Barruecos;Spain;41.91791, -3.30371
Pinilla del Campo;Spain;41.71691, -2.0835
Pinilla de Jadraque;Spain;41.01988, -2.94254
Piñel de Arriba;Spain;41.69923, -4.12808
Piñel de Abajo;Spain;41.67459, -4.14655
Pinedas;Spain;40.44493, -5.96025
Pineda de la Sierra;Spain;42.2156, -3.2969
Pineda de Gigüela;Spain;40.08546, -2.54368
Pineda de Mar;Spain;41.62763, 2.6889
Pinarnegrillo;Spain;41.19098, -4.20967
Pinarejos;Spain;41.2595, -4.29364
Pina de Montalgrao;Spain;40.01667, -0.65
Piña de Esgueva;Spain;41.72843, -4.42823
Pina de Ebro;Spain;41.48846, -0.5312
Piña de Campos;Spain;42.21326, -4.43657
Piloña;Spain;43.35, -5.36667
Piérnigas;Spain;42.5903, -3.41337
Piera;Spain;41.52232, 1.75076
Piedratajada;Spain;42.12124, -0.80373
Piedras Blancas;Spain;43.55913, -5.97558
Piedramillera;Spain;42.632, -2.20416
Piedralaves;Spain;40.31721, -4.70025
Piedrahita de Castro;Spain;41.68089, -5.72886
Pías;Spain;42.08333, -7.0
Pezuela de las Torres;Spain;40.41613, -3.17363
Petín;Spain;42.38191, -7.12899
Petilla de Aragón;Spain;42.45, -1.11667
Pesquera;Spain;43.08223, -4.07932
Pesoz;Spain;43.25, -6.86667
Pertusa;Spain;42.00214, -0.12732
Perosillo;Spain;41.39294, -4.14115
Peromingo;Spain;40.46386, -5.77238
Perilla de Castro;Spain;41.7254, -5.87636
Pereruela;Spain;41.4165, -5.87812
El Perelló;Spain;40.87431, 0.71125
Peralada;Spain;42.30823, 3.0091
Pereiro de Aguiar;Spain;42.34524, -7.80008
Perdiguera;Spain;41.75458, -0.63148
Peranzanes;Spain;42.87725, -6.63383
Peralveche;Spain;40.61078, -2.44957
Peraltilla;Spain;42.05407, -0.0184
Peralta;Spain;42.33834, -1.80035
Perales de Tajuña;Spain;40.2313, -3.35021
Perales del Puerto;Spain;40.15596, -6.68192
Perales del Alfambra;Spain;40.63383, -1.00181
Perales;Spain;42.19398, -4.58105
Peralejos de las Truchas;Spain;40.59336, -1.90953
Peralejos de Arriba;Spain;41.0041, -6.33362
Peralejos de Abajo;Spain;41.00469, -6.36238
Peralejos;Spain;40.48433, -1.03408
Peral de Arlanza;Spain;42.07612, -4.07733
Peracense;Spain;40.64099, -1.47075
Peque;Spain;42.07297, -6.27489
Peníscola;Spain;40.3574, 0.40692
Penelles;Spain;41.75, 0.96667
Peñausende;Spain;41.28662, -5.86755
Peñarandilla;Spain;40.88348, -5.3936
Peñaranda de Duero;Spain;41.68849, -3.47863
Peñaranda de Bracamonte;Spain;40.90108, -5.20026
Peñaparda;Spain;40.32093, -6.66948
Peñalver;Spain;40.5814, -2.8889
Peñalén;Spain;40.6656, -2.06999
Peñalba de Ávila;Spain;40.77266, -4.74595
Peñalba;Spain;41.50087, -0.03798
Penagos;Spain;43.35216, -3.81382
Peñaflor de Hornija;Spain;41.71159, -4.98333
Peñafiel;Spain;41.60165, -4.11418
Peñacaballera;Spain;40.34353, -5.86121
Peleas de Abajo;Spain;41.3926, -5.68966
Peleagonzalo;Spain;41.48175, -5.48304
Pelayos del Arroyo;Spain;41.05086, -3.94104
Pelayos de la Presa;Spain;40.36051, -4.33462
Pelayos;Spain;40.64985, -5.5758
Pelarrodríguez;Spain;40.88723, -6.21271
Pelahustán;Spain;40.17599, -4.59842
Pelabravo;Spain;40.93658, -5.57916
Peguerinos;Spain;40.6262, -4.23154
Pedroso;Spain;42.29959, -2.71889
Pedrosillo el Ralo;Spain;41.06305, -5.54794
Pedrosillo de los Aires;Spain;40.71524, -5.70511
Pedrosillo de Alba;Spain;40.82277, -5.39506
Pedrosa del Rey;Spain;41.55617, -5.20466
Pedrosa del Príncipe;Spain;42.24918, -4.19849
Pedrosa del Páramo;Spain;42.44208, -3.9719
Pedrosa de la Vega;Spain;42.48159, -4.74678
Pedrosa de Duero;Spain;41.71289, -3.98804
Pedrola;Spain;41.79102, -1.21357
Pedro Bernardo;Spain;40.24214, -4.90963
Pedrezuela;Spain;40.74277, -3.5998
Pedraza de Campos;Spain;41.98419, -4.73524
Pedraza de Alba;Spain;40.75502, -5.37524
Pedraza;Spain;41.13092, -3.81116
Pedrajas de San Esteban;Spain;41.34145, -4.58225
Pazuengos;Spain;42.31776, -2.92539
Payo de Ojeda;Spain;42.71859, -4.47752
Pau;Spain;42.31607, 3.11621
Patones;Spain;40.85563, -3.4849
Pastrana;Spain;40.41902, -2.92256
Pastoriza;Spain;43.33333, -8.46667
Pastores;Spain;40.51508, -6.51018
Pascualcobo;Spain;40.65637, -5.27733
Parrillas;Spain;40.06225, -5.0639
Parres;Spain;43.35, -5.15
Parlavà;Spain;42.02163, 3.03197
Parla;Spain;40.23604, -3.76752
Parets del Vallès;Spain;41.57481, 2.23306
Pareja;Spain;40.55578, -2.64882
Paredes de Sigüenza;Spain;41.24283, -2.73376
Paredes de Nava;Spain;42.15367, -4.69193
Paredes de Escalona;Spain;40.20472, -4.4305
Paredes;Spain;40.06578, -2.854
Pardos;Spain;40.94818, -1.92555
Pardilla;Spain;41.55183, -3.71089
Páramo del Sil;Spain;42.82056, -6.48747
Páramo de Boedo;Spain;42.57842, -4.40042
O Páramo;Spain;42.95, -7.3
Paradinas de San Juan;Spain;40.98325, -5.15418
Paradela;Spain;42.76667, -7.56667
Parada de Rubiales;Spain;41.14818, -5.43638
Parada de Arriba;Spain;40.98655, -5.79332
Paracuellos de la Ribera;Spain;41.42273, -1.56245
Paracuellos de Jiloca;Spain;41.31378, -1.64029
Paracuellos de Jarama;Spain;40.50353, -3.52775
Papatrigo;Spain;40.8679, -4.83399
Pantón;Spain;42.51667, -7.6
Pantoja;Spain;40.04336, -3.8328
Paniza;Spain;41.284, -1.21224
Pancrudo;Spain;40.76223, -1.02967
Pancorbo;Spain;42.63418, -3.1118
Pamplona;Spain;42.81687, -1.64323
Pampliega;Spain;42.20582, -3.98666
Pals;Spain;41.97102, 3.14814
Palomero;Spain;40.24688, -6.27706
Palomeque;Spain;40.11966, -3.96403
Palomar de Arroyos;Spain;40.77911, -0.75055
Palol de Revardit;Spain;42.06667, 2.8
Palo;Spain;42.3227, 0.24376
Palmeira;Spain;42.58333, -8.95
Pálmaces de Jadraque;Spain;41.0561, -2.9106
Pallejà;Spain;41.42394, 1.99505
els Pallaresos;Spain;41.17491, 1.2709
Palenzuela;Spain;42.09518, -4.13039
Palencia de Negrilla;Spain;41.09439, -5.60168
Palencia;Spain;42.00955, -4.52406
Palazuelos de Muñó;Spain;42.19692, -3.98984
Palazuelos de la Sierra;Spain;42.21162, -3.46014
Palazuelos de Eresma;Spain;40.93055, -4.06071
Palazuelo de Vedija;Spain;41.92966, -5.14534
Palau-sator;Spain;41.98897, 3.11016
Palanques;Spain;40.718, -0.17941
Palamós;Spain;41.84843, 3.12912
Palafrugell;Spain;41.91738, 3.1631
Palafolls;Spain;41.66667, 2.75
Palaciosrubios;Spain;41.05238, -5.19507
Palacios de Sanabria;Spain;42.05901, -6.52362
Palacios del Sil;Spain;42.87601, -6.4315
Palacios del Pan;Spain;41.60242, -5.87773
Palacios de la Valduerna;Spain;42.32773, -5.9383
Palacios de la Sierra;Spain;41.96392, -3.12788
Palacios del Arzobispo;Spain;41.16655, -5.88933
Palacios de Goda;Spain;41.11798, -4.78496
Pajares de los Oteros;Spain;42.3301, -5.47313
Pajares de la Lampreana;Spain;41.71551, -5.69351
Pajares de la Laguna;Spain;41.08754, -5.50888
Pajares de Adaja;Spain;40.92398, -4.64048
Pajarejos;Spain;41.38994, -3.58997
Padrones de Bureba;Spain;42.70582, -3.53296
Padrón;Spain;42.73875, -8.66057
Padrenda;Spain;42.13333, -8.15
Padilla de Arriba;Spain;42.43803, -4.19094
Padilla de Abajo;Spain;42.40774, -4.17652
Padiernos;Spain;40.62168, -4.84523
Paderne;Spain;43.28567, -8.17415
Oion / Oyón;Spain;42.50571, -2.43638
Oia;Spain;42.0, -8.86667
Oviedo;Spain;43.36029, -5.84476
Outes;Spain;42.86189, -8.90181
Outeiro;Spain;43.14458, -7.29212
Ourol;Spain;42.87013, -7.61447
Outeiro de Rei;Spain;43.10198, -7.61497
Otero de Herreros;Spain;40.82016, -4.2099
Otero de Bodas;Spain;41.93868, -6.15024
Oteiza;Spain;42.61905, -1.95385
Ossó de Sió;Spain;41.75485, 1.159
Osornillo;Spain;42.37047, -4.29153
Oseja de Sajambre;Spain;43.13671, -5.03786
Oseja;Spain;41.59564, -1.70026
Os de Balaguer;Spain;41.87314, 0.72017
Ortuella;Spain;43.31113, -3.05617
Ortigosa de Pestaño;Spain;41.08741, -4.39516
Ortigosa del Monte;Spain;40.84182, -4.17724
Ortigosa;Spain;42.17568, -2.70513
Òrrius;Spain;41.55, 2.35
Orrios;Spain;40.58945, -0.98614
Orpí;Spain;41.5187, 1.57536
Oroso;Spain;42.98333, -8.43333
Oropesa del Mar;Spain;40.09134, 0.14115
Oronz;Spain;42.86873, -1.09683
Ormaiztegi;Spain;43.04339, -2.25673
Oristà;Spain;41.93333, 2.06667
Orísoain;Spain;42.60122, -1.60403
Orís;Spain;42.05967, 2.22066
Orio;Spain;43.2787, -2.12537
Orihuela del Tremedal;Spain;40.55, -1.65
Oria;Spain;43.25541, -2.01873
Orés;Spain;42.27765, -1.0015
Orera;Spain;41.29842, -1.47849
Ourense;Spain;42.33669, -7.86407
Orendain;Spain;43.07896, -2.11201
Orexa;Spain;43.09382, -2.01119
Orea;Spain;40.55725, -1.72738
Urduña / Orduña;Spain;42.99435, -3.00974
Ordis;Spain;42.2183, 2.90705
Ordes;Spain;43.07654, -8.409
Orkoien;Spain;42.8238, -1.70485
Orcajo;Spain;41.10975, -1.48933
Orbita;Spain;40.99846, -4.64833
Orbara;Spain;42.96728, -1.24213
Oquillas;Spain;41.83085, -3.70564
Onzonilla;Spain;42.52435, -5.5816
Ontiñena;Spain;41.67663, 0.08858
Ondarroa;Spain;43.31667, -2.41667
Oncala;Spain;41.97021, -2.31493
Oñati;Spain;43.03262, -2.40997
Oña;Spain;42.734, -3.41459
Oltza;Spain;42.85, -1.76667
Olvés;Spain;41.23965, -1.64647
Olvega;Spain;41.77901, -1.98391
Olot;Spain;42.18096, 2.49012
Olost;Spain;41.9854, 2.09457
Olóriz;Spain;42.63522, -1.61276
Olombrada;Spain;41.41492, -4.16071
Olocau del Rey;Spain;40.63775, -0.34041
Olmos de Peñafiel;Spain;41.57142, -4.04316
Olmos de Ojeda;Spain;42.72274, -4.42446
Olmos de Esgueva;Spain;41.68815, -4.52255
Olmillos de Muñó;Spain;42.20322, -3.93911
Olmillos de Castro;Spain;41.73179, -5.96791
Olmedo de Camaces;Spain;40.87967, -6.6236
Olmedo;Spain;41.28706, -4.68878
Olmedillo de Roa;Spain;41.78362, -3.93419
Olmedilla de Eliz;Spain;40.30232, -2.41952
Olmeda de la Cuesta;Spain;40.31088, -2.47592
Olmeda de Cobeta;Spain;40.85971, -2.1828
Olloniego;Spain;43.29878, -5.82357
Ollauri;Spain;42.54256, -2.83448
Olivella;Spain;41.31667, 1.81667
Olivares de Duero;Spain;41.63755, -4.36547
Oliva de Plasencia;Spain;40.11227, -6.08648
Olius;Spain;42.01035, 1.5646
Olite;Spain;42.47971, -1.65196
Oliete;Spain;40.99791, -0.67429
Oliana;Spain;42.06895, 1.31353
Olesa de Montserrat;Spain;41.54372, 1.89407
Olesa de Bonesvalls;Spain;41.35435, 1.84907
Olejua;Spain;42.62329, -2.14202
Oleiros;Spain;43.33333, -8.31667
Olea de Boedo;Spain;42.6099, -4.4504
Olvan;Spain;42.06667, 1.9
Olba;Spain;40.13333, -0.61667
Olazagutía;Spain;42.87584, -2.19538
Olaberria;Spain;43.02726, -2.20349
Ojos Negros;Spain;40.7375, -1.49875
Ojos-Albos;Spain;40.70596, -4.51633
Ojacastro;Spain;42.3472, -3.0049
Oitz;Spain;43.11667, -1.68333
Oimbra;Spain;41.88554, -7.47216
Oencia;Spain;42.54758, -6.96859
Odón;Spain;40.88417, -1.56792
Òdena;Spain;41.6, 1.65
Ocón;Spain;42.29898, -2.24019
Oco;Spain;42.63828, -2.16476
Ochánduri;Spain;42.52525, -3.00415
Otxandio;Spain;43.03333, -2.65
Ocentejo;Spain;40.77234, -2.39764
Obón;Spain;40.9045, -0.723
Obanos;Spain;42.68071, -1.78493
Nuñomoral;Spain;40.40692, -6.24636
Nuño Gómez;Spain;40.11383, -4.61978
Numancia de la Sagra;Spain;40.07395, -3.85118
Nuez de Ebro;Spain;41.58957, -0.66774
Nuevo Baztán;Spain;40.36731, -3.24125
Nueva Villa de las Torres;Spain;41.26762, -5.05685
Nuévalos;Spain;41.21185, -1.78954
Nueno;Spain;42.26697, -0.43906
Noia;Spain;42.78583, -8.88734
Novillas;Spain;41.93334, -1.39412
Noviercas;Spain;41.71194, -2.03433
Novallas;Spain;41.95, -1.7
Novales;Spain;42.03201, -0.287
Noreña;Spain;43.39364, -5.70662
Nonaspe;Spain;41.20881, 0.24775
Nombrevilla;Spain;41.1073, -1.35904
Nombela;Spain;40.1553, -4.50223
Nolay;Spain;41.52721, -2.35061
Noja;Spain;43.48917, -3.52306
Nogueruelas;Spain;40.23622, -0.63606
Nogueras;Spain;41.13475, -1.06708
Nogueira de Ramuín;Spain;42.41712, -7.74982
Nogal de las Huertas;Spain;42.39255, -4.64156
Niharra;Spain;40.58945, -4.83895
Nigüella;Spain;41.53621, -1.5245
Nigrán;Spain;42.14153, -8.80656
Nieva de Cameros;Spain;42.21835, -2.667
Nieva;Spain;41.08191, -4.42501
Nestares;Spain;42.27014, -2.61993
Nepas;Spain;41.52639, -2.39866
Neila de San Miguel;Spain;40.42372, -5.6509
Neila;Spain;42.06016, -2.99691
Negrilla de Palencia;Spain;41.09185, -5.59165
Negreira;Spain;42.90402, -8.74273
Negredo;Spain;41.02737, -2.85878
Nebreda;Spain;41.96881, -3.6343
Nazar;Spain;42.63686, -2.27966
Navianos de Valverde;Spain;41.95319, -5.81781
Navia de Suarna;Spain;42.96667, -7.0
Navia;Spain;43.53544, -6.71935
Navatejares;Spain;40.33602, -5.5322
Navatalgordo;Spain;40.4152, -4.87155
Navata;Spain;42.22353, 2.8611
Navasfrías;Spain;40.29679, -6.81975
Navas de Oro;Spain;41.19627, -4.43754
Navas del Rey;Spain;40.3861, -4.25117
Navas de Bureba;Spain;42.6809, -3.32698
Navascués;Spain;42.71758, -1.11744
Navàs;Spain;41.89998, 1.87763
Navarrevisca;Spain;40.36417, -4.89352
Navarrete;Spain;42.43068, -2.56466
Navarredondilla;Spain;40.45416, -4.82199
Navarredonda de la Rinconada;Spain;40.60657, -6.01169
Navaridas;Spain;42.54566, -2.6265
Navares de las Cuevas;Spain;41.41431, -3.75076
Navares de Enmedio;Spain;41.38096, -3.72283
Navares de Ayuso;Spain;41.37447, -3.70745
Navardún;Spain;42.51255, -1.14822
Navarcles;Spain;41.75171, 1.90357
Navaquesera;Spain;40.42558, -4.91108
Navamorcuende;Spain;40.15659, -4.78625
Navamorales;Spain;40.47618, -5.47893
Navaluenga;Spain;40.41123, -4.70897
Navalquejigo;Spain;40.60705, -4.04966
Navalperal de Tormes;Spain;40.3528, -5.30084
Navalperal de Pinares;Spain;40.59398, -4.41149
Navalosa;Spain;40.40212, -4.92999
Navalmoral de Béjar;Spain;40.42264, -5.7831
Navalmoral;Spain;40.46028, -4.76859
Navalmanzano;Spain;41.21594, -4.25631
Navalilla;Spain;41.34146, -3.93211
Navales;Spain;40.78857, -5.47863
Navaleno;Spain;41.8383, -3.00418
Navalcarnero;Spain;40.28908, -4.01197
Navalcán;Spain;40.06667, -5.08333
Navalagamella;Spain;40.46894, -4.12334
Navalafuente;Spain;40.82063, -3.67266
Navalacruz;Spain;40.43993, -4.93122
Naval;Spain;42.19503, 0.15183
Navajún;Spain;41.96667, -2.1
Navahondilla;Spain;40.3251, -4.49661
Navafría;Spain;41.05514, -3.82478
Navaescurial;Spain;40.47163, -5.27756
Navadijos;Spain;40.42524, -5.08285
Nava de Sotrobal;Spain;40.89039, -5.28562
Nava de Roa;Spain;41.61326, -3.96442
Nava del Rey;Spain;41.33036, -5.08095
Nava del Barco;Spain;40.29321, -5.54022
Nava de la Asunción;Spain;41.15586, -4.48751
Nava de Francia;Spain;40.53572, -6.11628
Nava de Béjar;Spain;40.47518, -5.67856
Nava de Arévalo;Spain;40.97803, -4.77573
Navaconcejo;Spain;40.17712, -5.83108
Navacerrada;Spain;40.72905, -4.01696
Navacepedilla de Corneja;Spain;40.48602, -5.1838
Navacarros;Spain;40.39776, -5.71425
Nava;Spain;43.3581, -5.51064
Narros de Saldueña;Spain;40.87268, -4.86909
Narros de Matalayegua;Spain;40.6988, -5.92658
Narros del Puerto;Spain;40.54131, -4.99291
Narros del Castillo;Spain;40.85869, -5.0601
Narros;Spain;41.84923, -2.29474
Narrillos del Rebollar;Spain;40.66488, -4.96577
Narrillos del Álamo;Spain;40.56673, -5.46584
Narón;Spain;43.50175, -8.19082
Nalec;Spain;41.55, 1.11667
Nalda;Spain;42.33467, -2.4871
Nájera;Spain;42.41822, -2.72865
Nafría de Ucero;Spain;41.72273, -3.09499
Mutiloa;Spain;43.02288, -2.27257
Muruzábal;Spain;42.69051, -1.76931
Muros de Nalón;Spain;43.54277, -6.10348
Muros;Spain;42.77617, -9.06032
Muro en Cameros;Spain;42.22509, -2.53038
Muro de Aguas;Spain;42.13364, -2.11175
Murillo el Fruto;Spain;42.39272, -1.46034
Murillo de Río Leza;Spain;42.40099, -2.32464
Murieta;Spain;42.65618, -2.15452
Muriel Viejo;Spain;41.78261, -2.91522
Muriel de la Fuente;Spain;41.7232, -2.86
Murias de Paredes;Spain;42.85027, -6.19164
Murgia;Spain;42.95686, -2.81945
Murero;Spain;41.15967, -1.48275
Murchante;Spain;42.03185, -1.65582
Muras;Spain;43.46685, -7.72383
Mura;Spain;41.69943, 1.97612
Muñoveros;Spain;41.17234, -3.95161
Muñotello;Spain;40.54236, -5.04187
Muñosancho;Spain;40.92097, -5.03559
Muñopepe;Spain;40.63408, -4.81876
Muñopedro;Spain;40.88804, -4.47213
Muñomer del Peco;Spain;40.85878, -4.87992
Muñogrande;Spain;40.82181, -4.92223
Muñogalindo;Spain;40.60324, -4.89895
Munilla;Spain;42.189, -2.29506
Muniesa;Spain;41.03308, -0.81141
Muñico;Spain;40.70678, -5.02717
Mungia;Spain;43.35461, -2.84524
Munébrega;Spain;41.25203, -1.70557
Mundaka;Spain;43.40804, -2.69852
Muñana;Spain;40.59042, -5.01447
Muiños;Spain;41.95609, -7.97396
Mugia;Spain;43.10414, -9.21791
Mugardos;Spain;43.4604, -8.25507
Muga de Sayago;Spain;41.38779, -6.19777
Muelas de los Caballeros;Spain;42.12843, -6.33719
Muel;Spain;41.46633, -1.08503
Muduex;Spain;40.8293, -2.95899
Mudá;Spain;42.8753, -4.39426
Mucientes;Spain;41.74278, -4.76191
Mozota;Spain;41.4841, -1.06807
Mozoncillo;Spain;41.14539, -4.18753
Mozárbez;Spain;40.85652, -5.65144
Moyuela;Spain;41.12792, -0.92225
Moià;Spain;41.81112, 2.09839
Mutriku;Spain;43.30643, -2.38517
Mota del Marqués;Spain;41.63247, -5.17681
Móstoles;Spain;40.32234, -3.86496
Mosqueruela;Spain;40.36133, -0.4489
Moscardón;Spain;40.33295, -1.53683
Mos;Spain;43.16122, -7.54324
Moros;Spain;41.39775, -1.82839
Moronta;Spain;40.97688, -6.43103
Morón de Almazán;Spain;41.41361, -2.41317
Moriscos;Spain;41.00818, -5.58184
Morille;Spain;40.80693, -5.69833
Morés;Spain;41.47326, -1.56491
Moreruela de Tábara;Spain;41.79588, -5.86849
Moreruela de los Infanzones;Spain;41.63118, -5.70614
Morentin;Spain;42.61286, -2.01393
Morenilla;Spain;40.78687, -1.70717
Morella;Spain;40.61966, -0.09892
Moreda Araba / Moreda de Álava;Spain;42.52571, -2.40828
Morcillo;Spain;40.01884, -6.39746
Moratinos;Spain;42.36191, -4.92831
Moratilla de los Meleros;Spain;40.50182, -2.94276
Moratalaz;Spain;40.40742, -3.64935
Morata de Tajuña;Spain;40.2268, -3.43269
Morata de Jiloca;Spain;41.24797, -1.58665
Morata de Jalón;Spain;41.47348, -1.47628
Morasverdes;Spain;40.60019, -6.27503
Moraña;Spain;42.55, -8.58333
Moralzarzal;Spain;40.67816, -3.9707
Moralina;Spain;41.49001, -6.1367
Morales de Valverde;Spain;41.93643, -5.89255
Morales de Toro;Spain;41.53737, -5.30642
